uid,sentence1,sentence2,label
uit_Adver_1968_1_31_10,"Tiền vệ Eden Hazard giãi bày về hành động cười đùa các cầu thủ Chelsea, sau trận bán kết lượt về Champions League tối 5/5.",Các cầu thủ Chelsea đã cười đùa với nhau sau trận bán kết.,Extrinsic-Hal
uit_Adver_1365_2_21_07,"Tốt nghiệp đại học chuyên ngành công nghệ thông tin song Đông không có công việc ổn định, nghiện game và các loại hình đồi trụy.",Đông là một người rất ngây thơ trong sáng.,Intrinsic-Hal
uit_Adver_548_3_11_03,"Đến chiều 1/4, Bộ Giáo dục và Đào tạo công bố thêm đề môn Giáo dục công dân và Ngoại ngữ (gồm 7 thứ tiếng: Anh, Đức, Nga, Nhật, Pháp, Trung, Hàn).","Ngày cá tháng tư, Bộ Giáo dục và Đào tạo công bố đề 2 môn cuối trên tổng 9 môn.",Entailment
uit_Adver_1444_3_31_08,"Đến tối nay, Bắc Giang ghi nhận 1.520 ca nhiễm, tổng số Fl là 13.173, F2 61.341.",Số ca nhiễm được ghi nhận vào mỗi tối.,Extrinsic-Hal
uit_Adver_1193_3_11_06,Diễn biến phiên sáng nay cho thấy nhận định này tương đối xác đáng.,Những gì diễn ra vào buổi sáng đã chứng minh rằng nhận định này là hoàn toàn đúng.,Entailment
uit_Adver_1101_5_11_06,Nguồn vốn phát triển nhà ở giai đoạn 2020 - 2025 dự kiến 73.891 tỷ đồng.,Gần 74 nghìn tỷ đồng dự kiến được đầu tư vào phát triển nhà ở.,Entailment
uit_Adver_1798_3_11_09,"Cơ quan y tế của Liên Hợp Quốc nói thêm các biến chủng mới như biến chủng xuất hiện ở Ấn Độ và Nam Phi có thể tạo ra ""làn sóng thứ ba"" trên lục địa này.","WHO cho rằng ""làn sóng thứ ba"" có nguy cơ xảy ra.",Entailment
uit_Adver_2143_4_11_11,"Theo ông Lê Quý Đức, Giám đốc Công ty Cổ phần quản lý và sửa chữa đường bộ Gia Lai, chị Vy là công nhân thời vụ, mới đi làm ngày đầu tiên.","Chị Vy là nhân viên không chính thức của Công ty, đang làm quen với công việc.",Entailment
uit_Adver_2259_5_31_12,"Trong khi đó, người anh em K8 mới ra mắt, sử dụng động cơ nhỏ hơn, với những cỗ máy như 2,5 lít 4 xi-lanh công suất 198 mã lực, mô-men xoắn 248 Nm, hoặc động cơ 3.5 V6 công suất 300 mã lực, mô-men xoắn 359 Nm với AWD và phiên bản LPG với 240 mã lực, mô-men xoắn 314 Nm.",K8 mới ra mắt được cải tiến với động cơ nhỏ hơn.,Extrinsic-Hal
uit_Adver_17_5_11_01,"Tuy vậy, do mô hình kinh tế bất thường của SHIB, vốn hóa thị trường lưu hành thực tế của đồng tiền số này rất khó tính toán.",SHIB tuy đã được mở rộng nhưng vẫn khó tiếp cận đến nhiều khách hàng.,Entailment
uit_Adver_1916_4_31_10,"""Chúng tôi luôn vào trận với mục tiêu chiến thắng, bất kể trong hoàn cảnh nào"", Solskjaer nhấn mạnh.","Theo Solskjaer nhận xét: ""Trận chiến có thể sẽ không kết thúc như vậy nếu chúng tôi không chủ quan.""",Extrinsic-Hal
uit_Adver_1083_5_11_06,"Năm nay, Idico đặt mục tiêu doanh thu gần 1.000 tỷ đồng và lợi nhuận trước thuế 556 tỷ đồng, lần lượt tăng 25% và 60% so với năm trước.",Doanh thu năm ngoái của Idico là gần 800 tỷ đồng.,Entailment
uit_Adver_1995_4_31_10,"PGL được hậu thuẫn tài chính từ Saudi Arabia, công bố thông tin thành lập hồi 2020 với mô hình hoạt động đa quốc gia, giống đua xe F1.","Sau 1 năm so với năm 2019, PGL được thành lập.",Extrinsic-Hal
uit_Adver_737_1_11_04,"Kom Chauncheun, danh hài hàng đầu Thái Lan, qua đời - sau 18 ngày điều trị Covid-19 - hôm 30/4.","Hôm 30/4, một bệnh nhân Covid-19 đã qua đời.",Entailment
uit_Adver_1146_2_31_06,Phiên tăng nhẹ hôm qua chưa đủ khiến các nhóm phân tích tin tưởng thị trường chứng khoán đang vào đà hưng phấn.,Các nhóm phân tích cần có thêm dữ liệu và chứng cứ xác thực để dự đoán biến động của thị trường chứng khoán.,Extrinsic-Hal
uit_Adver_1923_5_31_10,"Nếu bất bại trước Wolverhampton ở Molineux ở vòng cuối cùng, Man Utd cũng sẽ hoàn tất mùa giải bất bại 19 trận sân khách.","Nếu bất bại ở Molineux ở vòng cuối cùng, Man Utd sẽ toàn thắng 19 trận sân khách.",Extrinsic-Hal
uit_Adver_1573_3_21_08,"Anh được Bệnh viện Phổi Trung ương lấy mẫu xét nghiệm hai lần vào ngày 4/5 và 14/5, kết quả âm tính nCoV.","Hai lần xét nghiệm của Anh cách nhau 19 ngày, sau đó nhận được kết quả không nhiễm bệnh.",Intrinsic-Hal
uit_Adver_1351_2_21_07,"Lúc 13h ngày 30/4, dọc đường liên xã qua xóm 7, xã Nghi Kim, cảnh sát giao thông lập nhiều chốt chặn không cho người, phương tiện đi vào nơi lực lượng chức năng đang làm nhiệm vụ.","Vào lúc 1h sáng ngày 30/4, đoạn đường liên xã đã bị chặn chốt.",Intrinsic-Hal
uit_Adver_1770_5_11_09,"""Cô ấy gửi cho tôi ảnh cái ví trông như thế nào, cái nhẫn nằm trong cái ví"", Jovani Quiles, quản lý bãi rác, nói.",Jovani Quiles đã nhận đức hình chụp cái ví.,Entailment
uit_Adver_2027_5_21_11,"Phát biểu tại lễ phát động, Chủ tịch nước Nguyễn Xuân Phúc nói đại dịch Covid-19 đã và đang đe doạ sức khoẻ, an toàn của người dân; xã hội bị xáo trộn, kinh tế bị ảnh hưởng nghiêm trọng.",Đại dịch Covid-19 đã và đang đe doạ kinh tế - xã hội.,Entailment
uit_Adver_1573_2_11_08,"Theo thông tin từ Trung tâm kiểm soát bệnh tật Hà Nội, người đàn ông sống tại tòa NO2, chung cư Ecohome 3, đường Tân Xuân, Đông Ngạc, Bắc Từ Liêm.",Theo thông tin được biết thì người đàn ông sống tại Thủ đô của Việt Nam.,Entailment
uit_Adver_425_2_11_03,"Từ ngày 10/5, hàng loạt tỉnh thành cho học sinh nghỉ học, sau khi đã đẩy nhanh tốc độ thi học kỳ II, hoàn thành chậm nhất vào ngày 9/5, chẳng hạn Bắc Giang, Phú Thọ, Nam Định, Thái Nguyên...","Sau khi hoàn thành các lỳ thi cần thiết cho việc học, các học sinh sẽ không phải đến trường.",Entailment
uit_Adver_49_3_21_01,Elon Musk đã lập tức bác bỏ ý kiến của Portnoy.,Elon Musk đã chần chừ khi bác bỏ ý kiến của Portnoy.,Intrinsic-Hal
uit_Adver_236_3_21_02,"Quyết định này được đưa ra để phòng chống Covid-19 đang diễn biến phức tạp trên địa bàn TP Hội An, nhất là sau khi Đà Nẵng ghi nhận ca nhiễm 2982 có lịch trình di chuyển nhiều nơi đến Hội An.","Quyết định này được đưa ra để phòng chống Covid-19 đang diễn biến phức tạp trên địa bàn TP Hội An, nhất là sau khi Hội An ghi nhận ca nhiễm 2982.",Intrinsic-Hal
uit_Adver_1159_2_31_06,"Bloomberg Intelligence cho biết, khoảng 13.100-16.300 hộ gia đình Hong Kong sẽ di cư sang Anh thông qua hộ chiếu hải ngoại Anh (BNO) vào năm 2021.",Các hộ gia đình Hong Kong đã nộp đơn xin được cấp thị thực BN(O).,Extrinsic-Hal
uit_Adver_1146_3_21_06,Diễn biến phiên hôm nay đã thể hiện điều ngược lại.,Mọi người có thể dự đoán được diễn biến của phiên hôm nay.,Intrinsic-Hal
uit_Adver_2202_4_21_12,"Thứ hai, người mượn xe là người ít đi xe, hoặc có thể đi nhiều nhưng không quen xe.",Người mượn xe là người thường xuyên di chuyển bằng xe và quen xe.,Intrinsic-Hal
uit_Adver_1484_4_31_08,"Kíp mổ rạch da, đi dần vào khối mô xơ, phát hiện một lượng mủ sệt màu vàng trào ra.",Khối mủ sệt vàng trào ra da.,Extrinsic-Hal
uit_Adver_456_1_21_03,"Tham gia khóa hè của ILA, ngoài phát triển tiếng Anh, trẻ còn được tìm hiểu về tự nhiên, trải nghiệm văn hóa toàn cầu, cải thiện kỹ năng sống...",Trẻ sẽ cải thiện về tự nhiên trong khoá hè của ILA.,Intrinsic-Hal
uit_Adver_723_1_11_04,"Lê Thiện - diễn viên gạo cội màn ảnh miền Nam - ngã cầu thang, nứt xương sống, phải nhập viện điều trị.",Diễn viên Lê Thiện gấp rút được điều trị tại bệnh viện vì chấn thương gặp phải chấn thương.,Entailment
uit_Adver_873_1_21_05,"Ngôi mộ chứa hài cốt của em bé 2,5 - 3 tuổi trong tư thế nằm co chân, đầu kê lên chiếc gối làm bằng chất liệu dễ phân hủy.",Ngôi mộ chứa em bé.,Intrinsic-Hal
uit_Adver_49_4_31_01,"Trong quá khứ, Elon Musk thường né tránh các câu hỏi về Bitcoin cũng như số lượng mà ông nắm giữ.",Elon Musk và vợ không muốn trả lời những thắc mắc về tài chính của bản thân.,Extrinsic-Hal
uit_Adver_1208_1_31_07,"Lại Thị Phương, 29 tuổi, Giám đốc Công ty VNIT TECH, tham gia đường dây mua bán 1.300 GB dữ liệu, chứa hàng tỷ thông tin cá nhân.",Lại Thị Phượng biết rất nhiều người qua đường dây mua bán thông tin cá nhân.,Extrinsic-Hal
uit_Adver_1628_2_21_09,"Theo các phóng viên AFP và AP, loạt cuộc không kích của Israel rạng sáng 17/5 đã khiến thành phố Gaza ""rung chuyển từ bắc tới nam"" trong khoảng 10 phút và gây ra tình trạng ngắt điện.","Theo các phóng viên AFP và AP, loạt cuộc không kích của Israel rạng sáng 17/5 đã khiến thành phố đó bị mất điện trong 10 phút.",Intrinsic-Hal
uit_Adver_926_5_31_05,"""Thật mỉa mai khi một công ty muốn khai thác kim loại từ đáy biển lại đánh rơi cỗ máy ở đó.","""Cổ máy vừa phát hiện thấy kim loại thì biến mất do dây cáp không đủ dài nên đã rơi xuống biển.",Extrinsic-Hal
uit_Adver_1261_2_31_07,"Theo chỉ đạo ngày 11/5 của TAND Tối cao, từ 0h ngày 12/5 đến 24h ngày 31/5, các tòa án đặt tại địa phương đã cách ly xã hội theo chỉ thị 16 tạm dừng xét xử, giải quyết các vụ án trừ trường hợp cấp bách như giải quyết khiếu kiện danh sách cử tri, thay đổi biện pháp tạm giam... Cán bộ tòa án sử dụng công nghệ thông tin để làm việc từ xa.",Trước khi chỉ thị 16 được ban hành thì công nghệ thông tin không được áp dụng trong công việc.,Extrinsic-Hal
uit_Adver_111_4_31_01,"Do đó, Ngày Chuyển đổi số Việt Nam 2021 sẽ có 8 hội nghị về chuyển đổi số trong 8 lĩnh vực trọng điểm trên.",Ngày Chuyển đổi số Việt Nam hàng năm có 8 hội nghị về chuyển đổi số trong 8 lĩnh vực trọng điểm.,Extrinsic-Hal
uit_Adver_2548_5_31_13,Một hành lang mở chạy dọc nhà kết nối không gian sinh hoạt với khu vườn.,Không gian sinh hoạt ngôi nhà được kết nối với khu vườn.,Entailment
uit_Adver_1734_1_11_09,"Murakhovsky, bác sĩ từng điều trị cho thủ lĩnh đối lập Nga, trở về với sức khỏe bình thường sau ba ngày mất tích trong rừng.",Murakhovsky vẫn bình an vô sự sau ba ngày mất tích trong rừng.,Entailment
uit_Adver_2486_3_11_13,"Các tài liệu trực tuyến cho thấy Caron bị buộc tội tháng 3/2000, sau một năm thuê cuộn băng ""Sabrina, Cô phù thủy nhỏ"".",Dữ liệu an ninh mạng ghi nhận Caron vi phạm pháp luật vào đầu năm 2000.,Entailment
uit_Adver_699_5_31_04,"Sinh năm 2001 tại Mỹ trong gia đình có bố mẹ là diễn viên, Billie Eilish gây chú ý với album đầu tay When We All Fall Asleep, Where Do We Go?",Album đầu tay đã đem lại cho Billie Eilish doanh thu khổng lồ.,Extrinsic-Hal
uit_Adver_931_3_11_05,"Yamatosaurus đại diện cho một chi hoàn toàn mới trong họ Hadrosaurid, bao gồm những con khủng long mỏ vịt - đặc trưng bởi chiếc mỏ rộng và dẹt - phân bố rộng khắp Bắc Mỹ, châu Âu, châu Phi và châu Á.",Yamatosaurus từng sinh sống ở 4 khu vực khác nhau.,Entailment
uit_Adver_1375_4_31_07,"Tại phiên xét xử, bị cáo khai chiều hôm trước gặp một phụ nữ không quen biết, khoảng 50 tuổi tại chợ gần nhà.",Gần nhà Hoa có một khu chợ nơi trao thương rất nhiều vật phẩm không minh bạch.,Extrinsic-Hal
uit_Adver_1183_3_31_06,"Theo đó, 41% nhà phân tích dự đoán giá vàng tăng trong tuần tới, 41% cho rằng đi ngang và chỉ có 18% dự đoán giá giảm.",Giá vàng sẽ tăng trong tuần tới.,Extrinsic-Hal
uit_Adver_2316_3_11_12,"Oppo không xác nhận thông tin trên, nhưng Chen nói rằng: ""Kể cả trong việc sản xuất xe hơi, chúng tôi sẽ tập trung vào lĩnh vực mà Oppo có thể làm tốt nhất.",Cho dù tham gia vào nhiều lĩnh vực khác nhau nhưng Oppo sẽ không bỏ lĩnh vực mà họ làm tốt nhất.,Entailment
uit_Adver_1091_3_11_06,"Trước tình trạng này, Bộ Tài chính đã yêu cầu Công ty chứng khoán MB (MBS) dừng thực hiện dịch vụ ""hợp tác kinh doanh"" này.",Công ty chứng khoán MB dừng hợp tác kinh doanh là do tình trạng này.,Entailment
uit_Adver_2044_4_21_11,Thôn Núi Hiểu có tổng cộng 1.421 công nhân Hosiden ở trọ.,Hàng chục nghìn công nhân Hosiden trọ tại thôn Núi Hiểu.,Intrinsic-Hal
uit_Adver_609_3_11_04,"Nhiều tháng qua, để đảm bảo có được những mẫu thiết kế ưng ý, cô giám sát từng khâu nhỏ, theo dõi các công đoạn may, nhuộm màu, xử lý vải.",Các chi tiết nhỏ đều làm nên sản phẩm chất lượng.,Entailment
uit_Adver_806_2_11_05,"Nhà nghiên cứu Deborah Hatswell đã bối rối khi nhận được đoạn video từ các thợ lặn làm việc trong ngành dầu khí, ghi lại việc phát hiện một bộ xương khổng lồ gần như nguyên vẹn ở độ sâu khoảng 830 m dưới mực nước biển.",Nhà nghiên cứu Deborah Hatswell là người có công việc là nghiên cứu.,Entailment
uit_Adver_546_5_31_03,"Ông Trần Văn Hải, quyền Giám đốc Học viện Múa Việt Nam, cho biết 273 học viên vào trường từ năm 2012 đến năm 2016, đặc biệt những em học hệ cao đẳng, vướng mắc về bằng cấp do ""lỗi kỹ thuật"".",273 học viên tại Học viện Múa Việt Nam tham gia cuộc thi Thể dục nhịp điệu.,Extrinsic-Hal
uit_Adver_1872_1_11_10,Tiền vệ Lương Xuân Trường phải tập riêng cùng bác sĩ Choi Ju-young trong buổi tập của tuyển Việt Nam sáng 12/5.,Tiền vệ Lương Xuân Trường không thể tập cùng tuyển Việt Nam sáng 12/5.,Entailment
uit_Adver_1048_2_11_06,"Tòa cao ốc tọa lạc tại vị trí đẹp bậc nhất thành phố khi nằm bên bờ sông Sài Gòn, góc đường Tôn Đức Thắng và Nguyễn Hữu Cảnh, kết nối trực tiếp với ga Metro Ba Son.",Toà cao ốc nằm ở quận 1.,Entailment
uit_Adver_1324_4_21_07,"Căn cứ điểm b khoản 1 và khoản 2 điều 31 Luật Bảo hiểm xã hội năm 2014, lao động nữ sinh con phải đóng bảo hiểm xã hội từ đủ 6 tháng trở lên trong thời gian 12 tháng trước khi sinh con hoặc nhận nuôi con nuôi sẽ được hưởng chế độ thai sản.","Phải đóng bảo hiễm xã hội trước khi mang thai, lao động nữ sinh con mới được hưởng chế độ thai sản.",Intrinsic-Hal
uit_Adver_1091_4_31_06,Công ty chứng khoán là tổ chức không được phép huy động tiền gửi của khách hàng nên các hình thức này có dấu hiệu vi phạm quy định.,Các hình thức huy động tiền gửi của khách hàng sẽ được cho phép trở lại trong hai năm tới khi pháp luật cho phép.,Extrinsic-Hal
